Vote,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social
0,-0.43502944697896917,-0.3601057457861314,-0.5568676722822553,-0.39509905231463255,-0.35307095729015436,0.6988947904886978,0.07679291188164052,0.0014033881258616995,1,0,0,0,0,0,0,0
9,-0.3361061534233519,-0.33048391044693554,-0.37116739423611456,-0.36428999835588743,-0.35389165761621005,0.3655556281937487,0.008178720923319914,0.0003145544206697809,0,0,1,0,0,0,0,0
4,-0.4194690299384273,-0.3773896854427121,-0.31039545636808374,-0.44350293178525446,-0.3540229850733593,0.7395606174732459,0.040586663606633884,0.0011311796995637198,0,1,0,0,0,0,0,0
7,-0.40752227547789854,-0.29472591083122596,-0.2802347605777939,-0.3569391222645777,-0.3540341536840846,0.39743350104180536,0.03565341943508845,0.001811700765308669,1,0,0,0,0,0,0,0
5,-0.1307578677353344,-0.21372436869689904,-0.45039322011657895,-0.19763563637251783,-0.3524640010659104,0.39079945723288545,0.07807606639497892,0.0009950754864147299,0,0,1,0,0,0,0,0
9,-0.4073153327564818,-0.3528820047878222,-0.40214396723862106,-0.32706764481554307,-0.35544062838645696,0.7120767216934348,0.03302904713838409,0.0003145544206697809,0,0,1,0,0,0,0,0
9,-0.4151547534881337,-0.3687090046573269,-0.4114583726282156,-0.31240392680649537,-0.35425675564957504,0.447231907815256,0.03904619841315001,0.0008589712732657402,0,1,0,0,0,0,0,0
12,-0.30503912583034065,-0.33598301792986923,-0.2995735529624103,-0.401108532189245,-0.3538704757682828,0.5331298516788032,0.02110338946660612,0.0009950754864147299,0,0,0,0,0,0,1,0
12,-0.2775026475286483,-0.318757221278099,-0.3147062317295227,-0.3819865421088433,-0.35491801442941445,0.7674752953185711,0.0205003761916359,0.0008589712732657402,0,0,0,0,0,0,1,0
2,-0.3688889702430572,-0.344403463991128,-0.35842808715605107,-0.3768159303235481,-0.35571252628894184,0.772903149344051,0.01730022960410948,0.0009950754864147299,0,0,1,0,0,0,0,0
4,-0.40964397866681734,-0.2984080120602325,-0.4118127166291101,-0.4037393855262413,-0.35284411895507845,0.47583583696540416,0.03161266345539736,0.0009950754864147299,0,0,0,0,1,0,0,0
2,-0.3618683557843885,-0.344176996689441,-0.3362422780054191,-0.3482169732344264,-0.35468231823065977,0.5424347442939117,0.016876475345924992,0.0015394923390106895,1,0,0,0,0,0,0,0
0,-0.14945546885027594,-0.2620324348419685,-0.270828731141178,-0.4035813204606531,-0.35227490493259583,0.5208094846050949,0.06653626757394826,0.001811700765308669,1,0,0,0,0,0,0,0
0,-0.3883517914140046,-0.33643305313943056,-0.5166757370827032,-0.3614148807181034,-0.3532284732138319,0.7341327634477659,0.056585941264441504,0.0011311796995637198,0,1,0,0,0,0,0,0
2,-0.35009246632811164,-0.37055214682410004,-0.3835773237660229,-0.4060947318331269,-0.35551880866153407,0.7295664735533145,0.02302323008459833,0.0014033881258616995,0,0,0,0,1,0,0,0
10,-0.28526871495802686,-0.3462004473971502,-0.35838714366167906,-0.3744901073817572,-0.3529819935288597,0.3343670066505149,0.017838336087349055,0.0005867628469677605,0,0,0,1,0,0,0,0
0,-0.5275892257750499,-0.4958755606818994,-0.5493936847901122,-0.3385575117892394,-0.3508572616194982,0.20366772797348262,0.11191852592130257,0.0015394923390106895,1,0,0,0,0,0,0,0
0,-0.18783401452286216,-0.17956881517364437,-0.22222362145422048,-0.36828489360442623,-0.35125316961348474,0.2922365206432184,0.07621094987959372,0.0009950754864147299,0,0,0,0,0,0,0,1
2,-0.3698639841616769,-0.3052864298746838,-0.3582139280353159,-0.3501338494280251,-0.35319573763067147,0.40952231027238406,0.012457034672905907,0.0009950754864147299,0,0,0,0,0,0,0,1
2,-0.37465436060184537,-0.345473870887908,-0.34046095115400776,-0.38614262743071015,-0.3539544329109764,0.3795991235295142,0.019702570565170673,0.0009950754864147299,0,0,0,0,0,0,0,1
0,-0.15045599076307606,-0.2512536369485148,-0.203649754748553,-0.37735208292131417,-0.3532307839608785,0.734649701926383,0.07920972314767091,0.0009950754864147299,0,0,0,0,1,0,0,0
9,-0.32609208224760533,-0.334715995180166,-0.36139378465320715,-0.3875976420108419,-0.35422209444387587,0.439477830635999,0.008004354292575984,0.0007228670601167503,0,0,0,0,1,0,0,0
0,-0.1768292585795508,-0.15666592238342686,-0.18945047167341078,-0.3901333920737084,-0.3529554199378237,0.6730478665578411,0.08925806849149669,0.0015394923390106895,0,0,0,0,1,0,0,0
9,-0.3160696889684122,-0.3220464426740949,-0.3733406032009387,-0.2994475950108682,-0.35499234345941383,0.6117906568417106,0.00676691535172743,0.0004506586338187707,0,0,0,0,0,0,0,1
7,-0.4001566298230381,-0.29953505503112654,-0.2970874320733309,-0.3631755236289072,-0.3555750368396683,0.7421453098663315,0.02991811041975766,0.0009950754864147299,0,0,1,0,0,0,0,0
2,-0.3729163136876596,-0.3305587328057056,-0.3689308846864839,-0.3987916826565094,-0.354178575374498,0.4297421559553763,0.016108977976744862,0.0014033881258616995,0,0,0,0,0,0,0,1
0,-0.12675425082141262,-0.11702878735123542,-0.16326403813494297,-0.300324427981235,-0.35319573763067147,0.7268094683340232,0.11183834892749975,0.0011311796995637198,0,1,0,0,0,0,0,0
9,-0.31902190635109706,-0.3288031151133787,-0.3677094799171684,-0.39842404194666875,-0.35367598789185944,0.31730803685614944,0.007134021124450033,0.0004506586338187707,0,0,1,0,0,0,0,0
0,-0.15283764076407783,-0.2665662390453649,-0.30417882806571367,-0.37081921863282297,-0.3531945822571482,0.7265509990947145,0.06119936651921021,0.0012672839127127098,0,0,0,0,1,0,0,0
3,-0.19907591077437492,-0.14312595085995342,-0.16199612535466407,-0.3764914854760716,-0.35090193606239944,0.2136618718934139,0.09404189984393856,0.0015394923390106895,0,1,0,0,0,0,0,0
5,-0.42489525110281473,-0.15051386842677367,-0.38222381609409695,-0.23588372758440207,-0.3515689717098553,0.19057195318184852,0.060240155013328016,0.0011311796995637198,0,1,0,0,0,0,0,0
0,-0.20120898186848518,-0.1954169015916065,-0.18304936915135198,-0.2832281920124346,-0.35225834457876176,0.5171047588416721,0.0795096150158965,0.0014033881258616995,0,0,0,0,0,0,0,1
2,-0.3291823473794616,-0.35623878522954733,-0.3455524794831847,-0.38617257896223417,-0.3545933544693652,0.522532612867152,0.01559240077488274,0.0012672839127127098,0,0,1,0,0,0,0,0
1,-0.3458350060479723,-0.2653301368236359,-0.40654958753233383,-0.3640376312770704,-0.35256182269088376,0.2403703599552992,0.033031098526280674,0.0009950754864147299,0,0,0,0,0,0,1,0
1,-0.4007869956864693,-0.35926907958565824,-0.27982549334636103,-0.3864554506897536,-0.3535084587309799,0.4521428233621188,0.038283483724991414,0.0008589712732657402,0,0,0,0,0,1,0,0
11,-0.2353120243998965,-0.24724993341365686,-0.35410569855444995,-0.2823228078282473,-0.3557071345458331,0.771696959560611,0.034990555243280964,0.0011311796995637198,1,0,0,0,0,0,0,0
1,-0.329988802741479,-0.29130896669175793,-0.42410996736407053,-0.38872659087510925,-0.3533956172502036,0.42689899432298206,0.021200028206170875,0.0004506586338187707,0,0,0,0,0,1,0,0
11,-0.3987878778483446,-0.35122566033132857,-0.32774789468680426,-0.3736873135483949,-0.35318264339740735,0.20694167167139113,0.028379264984955726,0.0009950754864147299,0,1,0,0,0,0,0,0
12,-0.2738047061122289,-0.3197963514442697,-0.3272842155298591,-0.3572795683084816,-0.35299354726409277,0.33695169904360056,0.01925226659576545,0.0009950754864147299,0,0,0,1,0,0,0,0
2,-0.3580837734256857,-0.3115554758372454,-0.32953720037381584,-0.3150998073193837,-0.3545132485717492,0.504612078941758,0.01204492519424092,0.0011311796995637198,0,0,0,0,0,0,0,1
7,-0.4237042588966744,-0.3110733248308133,-0.3017813258252281,-0.405601282838841,-0.35465189339454606,0.5356283876587861,0.035626200961020024,0.0011311796995637198,0,0,1,0,0,0,0,0
2,-0.3877219170948487,-0.32284568551034387,-0.35795162615156106,-0.37219720435810677,-0.3554248382816384,0.7085443087562178,0.01932409677161445,0.0012672839127127098,0,0,0,0,0,0,0,1
2,-0.3636190310288292,-0.3489949026032699,-0.3699084115686612,-0.40717119114003025,-0.35429526810035195,0.4558475491255416,0.017694040360292408,0.0014033881258616995,0,1,0,0,0,0,0,0
2,-0.38560339138007077,-0.3499099191112678,-0.35088467596947165,-0.3628747660131007,-0.35561855590904623,0.7518809845469542,0.022918054737547235,0.0011311796995637198,0,1,0,0,0,0,0,0
1,-0.3388531782917012,-0.349353886714704,-0.22603572694361365,-0.37003257030608305,-0.35248017629523676,0.22210520037749376,0.044582284351084654,0.0008589712732657402,0,0,0,0,0,1,0,0
5,-0.2683375495959059,-0.11503386339373603,-0.3428813236614919,-0.26087486111792146,-0.3539270890709248,0.7181076706106347,0.06583392453785693,0.0009950754864147299,0,0,0,0,1,0,0,0
2,-0.3428220725843338,-0.34435988486337665,-0.3356405976859533,-0.3402653187645114,-0.35423788454869437,0.4430102435732161,0.013842435599958992,0.0016755965521596792,1,0,0,0,0,0,0,0
0,-0.45753061860182254,-0.4274626021042177,-0.4224802036700185,-0.4057321695046954,-0.35343836607056595,0.7810880085888223,0.08770607842789116,0.0014033881258616995,0,1,0,0,0,0,0,0
0,-0.45446055302756544,-0.346046356140919,-0.4034064764500708,-0.35811951793833385,-0.3523527000831652,0.5382130800518717,0.04591188363004429,0.0015394923390106895,1,0,0,0,0,0,0,0
3,-0.15244673890159807,-0.11949354717409166,-0.17814885395802024,-0.40192885646929616,-0.3510979644368538,0.2575154861627675,0.10343237589019634,0.0009950754864147299,0,0,1,0,0,0,0,0
0,-0.16331068315629366,-0.2580463788676433,-0.2618045463699065,-0.30119132752181066,-0.35107793796244985,0.253035352681419,0.06417020497034816,0.0007228670601167503,0,0,1,0,0,0,0,0
10,-0.35526762579541044,-0.2966981794995324,-0.35681117977420373,-0.3592718753150055,-0.35387471213786825,0.5340775722229347,0.019010565220499855,0.0005867628469677605,0,0,0,1,0,0,0,0
4,-0.30545100451976814,-0.2966843399436935,-0.396117157257049,-0.25699562678299565,-0.35409038186221886,0.7546379897662456,0.013490332350783145,0.0016755965521596792,0,1,0,0,0,0,0,0
5,-0.40419424509147883,-0.4646087624196998,-0.36423034828617334,-0.1410418808926111,-0.3541793456235135,0.7745401211930053,0.05794596594681973,0.0014033881258616995,1,0,0,0,0,0,0,0
5,-0.20437807226359417,-0.1832522400206563,-0.27925882678118696,-0.27649639307271606,-0.35405071403791866,0.7457638792166514,0.0623692977859925,0.0011311796995637198,0,1,0,0,0,0,0,0
0,-0.4552655584084127,-0.4280723495345143,-0.5345288787688125,-0.3891322302905964,-0.3513775648294941,0.32006504207544084,0.08276204673007564,0.0016755965521596792,1,0,0,0,0,0,0,0
2,-0.3749395291071236,-0.33729799792782045,-0.3540191638751477,-0.39001248721902865,-0.3554198316630374,0.7074242753858806,0.017432620981584514,0.0008589712732657402,0,0,0,0,0,0,0,1
4,-0.4789171943385818,-0.3630821086304697,-0.41926491853654413,-0.44440883215930266,-0.3542178580742904,0.7831557625032909,0.056888377404804916,0.0014033881258616995,1,0,0,0,0,0,0,0
12,-0.30040879860741865,-0.30191112327394487,-0.322922716721532,-0.3861085915987772,-0.3549530607596214,0.775315528910931,0.012663428452343802,0.0007228670601167503,0,0,0,0,0,0,1,0
6,-0.4125752144346353,-0.37970624680143256,-0.3480072094388236,-0.34613356673351636,-0.35476203900376796,0.5602691218062028,0.03916402652788142,0.0009950754864147299,1,0,0,0,0,0,0,0
10,-0.3818144049150104,-0.2937834856169746,-0.35879239653759315,-0.3098775319256775,-0.3524693928090192,0.2196928208106138,0.016947029935471255,0.0007228670601167503,0,0,0,1,0,0,0,0
9,-0.3999020320251749,-0.35737386617657807,-0.3965190455816416,-0.3918578953810134,-0.35378613350108135,0.3419487710035662,0.031071738689395424,0.0007228670601167503,0,0,0,0,1,0,0,0
3,-0.13706408143964285,-0.10597398247729732,-0.6266053902932638,-0.3834581092988932,-0.35288532727740973,0.6573673993731214,0.1128955596720453,0.0008589712732657402,0,0,0,0,0,0,0,1
0,-0.5037929015385422,-0.3415892909595349,-0.43454047935375284,-0.3859134823291651,-0.35258261941430324,0.5896484586742767,0.06447501921784579,0.0009950754864147299,0,0,0,0,1,0,0,0
2,-0.3903492861957824,-0.3165193140760615,-0.3648571305544861,-0.37879404995291877,-0.3534071709854367,0.2571708605103561,0.01988333435936365,0.0011311796995637198,0,1,0,0,0,0,0,0
0,-0.4858163865772168,-0.45901685820799715,-0.5235341534538643,-0.28821899633089365,-0.3508287624059233,0.1972921534038713,0.09151278115155789,0.0011311796995637198,0,1,0,0,0,0,0,0
11,-0.4173496792471058,-0.3407345394536047,-0.403748507993759,-0.2941705620243177,-0.35458642222822534,0.5209817974313006,0.034403386613083814,0.0005867628469677605,0,0,0,0,1,0,0,0
0,-0.5028491415709336,-0.3690401024067898,-0.5243779607110759,-0.28562005958913833,-0.35344953468129126,0.7835865445688052,0.08278611123240785,0.0012672839127127098,0,0,0,0,1,0,0,0
2,-0.39182424937035615,-0.3590663188052013,-0.3891822250671151,-0.39759494975382914,-0.3538304228194748,0.3518567585103946,0.02773396786744285,0.0014033881258616995,1,0,0,0,0,0,0,0
7,-0.4075983553498805,-0.310461658887895,-0.2845952019179276,-0.334818844010687,-0.3538947386122722,0.36624487949857154,0.03453432883363292,0.0008589712732657402,0,0,0,0,0,0,0,1
12,-0.2887105665391248,-0.3066005305591823,-0.30774961272985424,-0.3672195204406019,-0.3532431079451271,0.3927810547342511,0.019075431688599796,0.0005867628469677605,0,0,0,1,0,0,0,0
4,-0.4287335017092305,-0.40344749032231525,-0.42515473410395144,-0.2916928390400812,-0.3519602582097486,0.27810686889435005,0.05104799266809786,0.0016755965521596792,1,0,0,0,0,0,0,0
2,-0.3749786506457807,-0.3657620843425184,-0.3137203539165221,-0.3707439510079177,-0.35572831639376035,0.7764355622812681,0.027790690893343115,0.0011311796995637198,0,0,0,0,1,0,0,0
3,-0.26741819992547944,-0.2332229072149667,-0.21325454006591274,-0.3992562331283171,-0.3524208671210403,0.5534627651710773,0.05586027894828321,0.0008589712732657402,0,0,0,0,0,0,0,1
2,-0.34546822368154484,-0.3153271918066814,-0.3605993226200674,-0.33073571202127927,-0.3545184138969479,0.7725585236916396,0.0051111571685003585,0.0012672839127127098,1,0,0,0,0,0,0,0
10,-0.346385158586021,-0.3014570267829731,-0.3579496846385841,-0.36042949021089193,-0.35418165637056015,0.6027442334659108,0.004649319243350059,0.0004506586338187707,0,0,0,1,0,0,0,0
0,-0.1317603503488559,-0.1222154892243965,-0.17121986571924985,-0.32153316855997566,-0.3530563225588591,0.6956208467907894,0.10830788896210873,0.0012340850578098374,0,0,1,0,0,0,0,0
12,-0.3507569230106385,-0.31847557646012553,-0.341652986321828,-0.3793144579733284,-0.3550142955563567,0.789014398594285,0.008407454057936227,0.0007228670601167503,0,0,0,1,0,0,0,0
8,-0.168137135161349,-0.20781754859718526,-0.3718511531103372,-0.4032545833157133,-0.3518524233475733,0.42629589943126206,0.06571728117201227,0.0012672839127127098,0,0,1,0,0,0,0,0
9,-0.3996647769410059,-0.3483327113384548,-0.39999778818462683,-0.40654136918794265,-0.35319227151010163,0.20909558199896253,0.030004120173426733,0.0003145544206697809,0,0,1,0,0,0,0,0
2,-0.37583131927779395,-0.36086686208512975,-0.3297199884048525,-0.3808973084329746,-0.3549438853586206,0.4607584646724044,0.024552460776094253,0.0012672839127127098,0,0,0,0,0,0,0,1
0,-0.25119534714899755,-0.24230941894183416,-0.25489800658643774,-0.3990870054900417,-0.3512154274117234,0.2837931921591385,0.04599616172254373,0.0014033881258616995,1,0,0,0,0,0,0,0
2,-0.340251171443081,-0.3436362373881455,-0.3230002097916043,-0.37591640728862363,-0.3550524228826258,0.6252310572857561,0.01574114252278549,0.0014033881258616995,0,0,0,0,1,0,0,0
0,-0.5141180091570371,-0.4866778988901813,-0.5578533015003371,-0.40504726896740295,-0.3532496550617592,0.738871366168423,0.10918216808058419,0.0011311796995637198,0,1,0,0,0,0,0,0
12,-0.3139631573173504,-0.32241314455573034,-0.32596355793246196,-0.34780573706387913,-0.3545405924118008,0.6830420104777724,0.01067358566026533,0.0005867628469677605,0,0,0,0,0,0,1,0
0,-0.18465756747439174,-0.16456384147782027,-0.2029440918282211,-0.3265265260064506,-0.35083569464706316,0.1988429688397227,0.0834993744512568,0.0009950754864147299,0,0,0,0,0,0,0,1
6,-0.3108785789364729,-0.34113629294954284,-0.3759675859911506,-0.3854974357258175,-0.3532411823225883,0.22003744646302523,0.012769005185269971,0.0009950754864147299,1,0,0,0,0,0,0,0
0,-0.14156802980266353,-0.2551050783970555,-0.2662694730548047,-0.34450915573404456,-0.35284296358155515,0.6478901939318072,0.0700651359549864,0.0012672839127127098,0,1,0,0,0,0,0,0
