Vote,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social
9,-0.3830790855853491,-0.37637250719593146,-0.3607092920855031,-0.3758367025783979,-0.35391671290868704,0.4892813442015308,0.021761899825319498,0.0005587612638203621,0,1,0,0,0,0,0,0
0,-0.4622762105534408,-0.3505795193383708,-0.3460893505461638,-0.33600758938720054,-0.35276590677070396,0.6792757814758624,0.0423045640092204,0.0007693472812531854,0,0,1,0,0,0,0,0
8,-0.4629773296604447,-0.4690823173541311,-0.4547662324202783,-0.3770196389891314,-0.35149742824739777,0.30070942026196257,0.07380855953425625,0.0009799332986860088,0,0,0,0,1,0,0,0
7,-0.402597171315986,-0.33417934379194414,-0.2837225808556801,-0.3312830910758318,-0.35317105726194314,0.2667469143944873,0.026118951825399528,0.0014011053335516556,1,0,0,0,0,0,0,0
0,-0.48689218531422496,-0.4922275171398205,-0.480805273690488,-0.36683756762350855,-0.35199165226575496,0.4482062716602387,0.08816528352614285,0.0007693472812531854,0,0,1,0,0,0,0,0
2,-0.38061654632422653,-0.34107352071254665,-0.3460045522466149,-0.3938424894642451,-0.3538601110018227,0.4723889983512159,0.015082941034742621,0.0014011053335516556,1,0,0,0,0,0,0,0
5,-0.4457101616905131,-0.22997207474007347,-0.37275054833188453,-0.2908767986234858,-0.35229849418191406,0.36196640074020986,0.05349328489008822,0.0007693472812531854,0,0,0,0,0,0,0,1
8,-0.46529977111154075,-0.4188999430226706,-0.40100814412999386,-0.31425365133782357,-0.3527212210547585,0.6659397189624559,0.05588291431313541,0.0009799332986860088,0,0,0,0,1,0,0,0
10,-0.30846375668150294,-0.3425914881888113,-0.33056159960253845,-0.35093623110353095,-0.3538356828104392,0.642912784355974,0.007587837164783144,0.0005587612638203621,0,0,0,1,0,0,0,0
7,-0.40246564536620494,-0.3474209900911953,-0.29363237801333636,-0.34830945803980734,-0.35361433956412247,0.39904065452748,0.02443039754893151,0.0011905193161188322,0,0,0,0,1,0,0,0
3,-0.37191960351268305,-0.38803885249138026,-0.43641543876581274,-0.34888433845733985,-0.3523327532308056,0.5500048821792418,0.04069744864023888,0.001295812324835244,0,1,0,0,0,0,0,0
2,-0.3639904558712635,-0.36130539234677106,-0.31160834003826104,-0.3980050492551215,-0.354740419605949,0.7351094298653245,0.008246455643166565,0.0010852263074024205,1,0,0,0,0,0,0,0
5,-0.2787291458134107,-0.2379812950818579,-0.4011604086857259,-0.2664144250809751,-0.35389466795548724,0.8383305537190909,0.04505944897237964,0.0010852263074024205,0,0,0,0,0,0,0,1
0,-0.48910260618285645,-0.40398994381375114,-0.3959462285655267,-0.38142697868073533,-0.35209681265061343,0.4795904721084554,0.05970865236529193,0.0008746402899695971,0,1,0,0,0,0,0,0
2,-0.3670978200281711,-0.37952997184647297,-0.332441819366435,-0.3745407717096313,-0.35429028549399133,0.6007708268136094,0.015883066249198927,0.0009799332986860088,0,0,0,0,0,0,0,1
1,-0.3813558951918023,-0.3639243898353271,-0.2682048242447554,-0.37642506641964135,-0.35432960892402343,0.7903207286708275,0.025653328798103895,0.0006640542725367738,0,0,0,0,0,0,1,0
0,-0.47685594402393194,-0.4331152292138531,-0.4438760981124703,-0.36452525152579024,-0.35232709304011917,0.5483156475942104,0.06833102333180494,0.0008746402899695971,0,0,0,0,0,0,0,1
9,-0.397206943001624,-0.38028260840827205,-0.36077231029896123,-0.30853213539124685,-0.35405881348539364,0.5316900229941636,0.025997368921038936,0.00045346825510395044,0,0,0,0,1,0,0,0
7,-0.40475759700625225,-0.3300877260481014,-0.2808277109693558,-0.3698916781300841,-0.35534617431333315,0.27652669357098536,0.024317245450547354,0.0009799332986860088,0,0,0,0,1,0,0,0
2,-0.3708743259981312,-0.371012435739487,-0.3044296127782112,-0.3900679155593802,-0.3540480889135668,0.528489367990946,0.016601382838442556,0.0007693472812531854,0,0,0,0,1,0,0,0
2,-0.36981148992469637,-0.35694437450252536,-0.32719420995931114,-0.38113784151384733,-0.3534332134621567,0.3449851478064722,0.01166818269517174,0.0008746402899695971,0,0,0,0,1,0,0,0
6,-0.39836795851555334,-0.40552596298121796,-0.3279784843025462,-0.3266175503524157,-0.3549969156154762,0.8116584286922779,0.029489924130738046,0.0008746402899695971,1,0,0,0,0,0,0,0
0,-0.47613467527950776,-0.4655913904309012,-0.45703534364840415,-0.3610152316265826,-0.3525830760300282,0.4486508070773523,0.07625242552188245,0.0010852263074024205,0,1,0,0,0,0,0,0
9,-0.33837878675084865,-0.3569355646402695,-0.3430657295930999,-0.3881263537742207,-0.35494090951815777,0.7949438970088083,0.006233570122941437,0.00034817524638753873,0,0,0,0,0,0,0,1
6,-0.32782948037606213,-0.37448283469113214,-0.3348238292715192,-0.34376430446175005,-0.35444340854729794,0.6464690676928824,0.010717181100870842,0.00045346825510395044,0,0,0,0,0,0,0,1
0,-0.48585478972823043,-0.486918374202596,-0.4750733412201336,-0.3297246474914567,-0.3527897391525415,0.6863883481496792,0.08579869922715125,0.0010852263074024205,0,1,0,0,0,0,0,0
0,-0.43081913237916086,-0.41514439329312447,-0.43940446054964616,-0.3771584550336771,-0.35244357380635044,0.58307831721249,0.05458415796895208,0.0011905193161188322,0,0,0,0,1,0,0,0
9,-0.32547350191158714,-0.34646605700574823,-0.3315918054943183,-0.38017304917664985,-0.3533697597455141,0.32604793903743495,0.0025938213237331293,0.00045346825510395044,0,0,0,0,1,0,0,0
2,-0.3652788762969672,-0.35822170172156104,-0.32774937353518485,-0.3176915636266926,-0.35415384510797115,0.5600513826060081,0.01052248722647864,0.0008746402899695971,0,0,1,0,0,0,0,0
6,-0.3473976816778276,-0.35663864275237583,-0.3373234809697894,-0.3885652961264272,-0.3532163387874345,0.2802607910747392,0.006202995844700983,0.0006640542725367738,0,1,0,0,0,0,0,0
1,-0.4119910583856392,-0.2986279046947209,-0.30964453535092057,-0.3818392814522253,-0.3532780050754394,0.47647872418866055,0.02879234719035757,0.0006640542725367738,0,0,0,0,0,1,0,0
8,-0.4832170608239247,-0.43201983280852485,-0.3589191472937212,-0.3927521586804627,-0.3520917482694729,0.4780790516902693,0.05869560226839323,0.001295812324835244,0,1,0,0,0,0,0,0
9,-0.40350615748309077,-0.38396586425984475,-0.36921219052563964,-0.3454574568559255,-0.35470079827114404,0.723284787770104,0.0294641921530364,0.0005587612638203621,0,1,0,0,0,0,0,0
3,-0.3417959651360477,-0.42385882108234474,-0.4739093460554627,-0.36689468640411976,-0.3515558175828999,0.31813520861281375,0.055775046254790656,0.001295812324835244,0,1,0,0,0,0,0,0
5,-0.40159549380055587,-0.3261013647994402,-0.3371017188102541,-0.28106028839101155,-0.3535490984188421,0.7351983369487471,0.021746069207832425,0.0010852263074024205,0,0,0,0,1,0,0,0
9,-0.398267086541777,-0.37769429826708406,-0.3624132940451561,-0.38774109981074945,-0.35478868017917015,0.7495123773798035,0.02608123208144784,0.00024288223767112707,0,0,1,0,0,0,0,0
2,-0.34036644278357314,-0.36179858539490917,-0.3042446672640671,-0.3870804581792943,-0.354631088554269,0.7024805302491898,0.009784103427468799,0.0013940480677827344,1,0,0,0,0,0,0,0
2,-0.37736405701608533,-0.36654352654963746,-0.33560041834619514,-0.3753757575435636,-0.35357352661022556,0.3868603840985687,0.015672331724890257,0.0011905193161188322,1,0,0,0,0,0,0,0
2,-0.3525585523699522,-0.36327099813620645,-0.3353197961930679,-0.3651586589710588,-0.3551959160038201,0.8710483604186483,0.008711692627087889,0.0008746402899695971,0,0,0,0,0,0,0,1
2,-0.3696171050783692,-0.36617625624235367,-0.3600942757509113,-0.37151753704012747,-0.35426942228923014,0.6593605947891753,0.01678015223950627,0.0009799332986860088,1,0,0,0,0,0,0,0
0,-0.48194855611202964,-0.4155333237504635,-0.4378089133091,-0.3437115140959731,-0.35203846163044233,0.7503125411306079,0.06591977957587149,0.001295812324835244,0,1,0,0,0,0,0,0
2,-0.3625183691227856,-0.3895447940456101,-0.3365012553463842,-0.3182883677802265,-0.3550195563782219,0.8184153670324038,0.017980924029866004,0.0006640542725367738,0,0,0,0,0,0,0,1
4,-0.30797448794118865,-0.3878444928067116,-0.30193426976862087,-0.40716006189414716,-0.35222872543649486,0.7278190490246622,0.01929477907370657,0.0008746402899695971,0,0,0,0,1,0,0,0
0,-0.4861365514906921,-0.4039547669513559,-0.40446282203663936,-0.369245904719345,-0.35224457341800647,0.5236883854861196,0.0600111246747718,0.0007693472812531854,0,0,0,0,1,0,0,0
0,-0.418770427112268,-0.4110302392322217,-0.42025882141499005,-0.3556166347688153,-0.35212362408018066,0.4875921096164993,0.04722580466387514,0.0005587612638203621,0,0,1,0,0,0,0,0
0,-0.409781083007638,-0.3799931228427946,-0.4649443168687113,-0.39248666260496123,-0.35318833573877545,0.8053460257692654,0.05326086205706827,0.0006640542725367738,0,0,0,0,0,0,0,1
2,-0.374369268119948,-0.37291103802724235,-0.3571621534831474,-0.33327055696900093,-0.3532601307890612,0.29333013233787764,0.01850845646278176,0.001295812324835244,1,0,0,0,0,0,0,0
9,-0.39916061965541805,-0.3810166201583442,-0.3568393528141117,-0.38652091445839354,-0.35427568816011584,0.5964143797258965,0.026136190993233294,0.00034817524638753873,0,0,1,0,0,0,0,0
10,-0.34940342560891186,-0.35099467939352824,-0.33741448561763554,-0.37998260895606784,-0.3526848766724561,0.2994647210940446,0.005385262283689436,0.0007693472812531854,0,0,0,1,0,0,0,0
8,-0.4443481640697127,-0.4542226540874969,-0.4278460888740131,-0.3247995130896309,-0.35236820389878903,0.5605848251065444,0.06203334756588723,0.0008746402899695971,0,0,0,0,1,0,0,0
9,-0.4010094581075342,-0.38399279526419305,-0.36196242183812455,-0.3709781936275862,-0.3546126184583449,0.6969682910769818,0.0277862165802641,0.0005587612638203621,0,1,0,0,0,0,0,0
9,-0.33443742246167246,-0.3631151809095833,-0.33623876442379724,-0.3873254016256703,-0.3541955517761869,0.5724983742851876,0.006848764558157919,0.00045346825510395044,0,0,0,0,1,0,0,0
8,-0.4841789126792411,-0.46717793890573067,-0.4146833343945482,-0.3660813831640416,-0.35210932465107814,0.4833245696122092,0.07131692557764847,0.0011905193161188322,0,1,0,0,0,0,0,0
2,-0.3559568148158554,-0.3435292385335952,-0.3356037163318546,-0.30949070188697875,-0.35496235866181164,0.8013452070152435,0.006093366952618524,0.0007693472812531854,0,0,0,0,1,0,0,0
2,-0.35215463775232075,-0.35092438317167074,-0.32475323631906583,-0.33137561806613325,-0.3540495784374316,0.5289339034080596,0.005540761079375503,0.0006640542725367738,0,0,1,0,0,0,0,0
3,-0.38642861922623384,-0.4732317026454631,-0.38580676663362723,-0.3573889121093997,-0.35209651474584036,0.4795015650250327,0.05080508871296912,0.0009799332986860088,0,0,0,0,1,0,0,0
11,-0.3991202934757376,-0.39274998477894973,-0.3062296232179852,-0.36885243271097007,-0.354423151022736,0.640423386020138,0.02773279691747475,0.0005587612638203621,0,0,0,0,0,0,0,1
0,-0.4494345883932859,-0.34991897168605013,-0.3524008762605328,-0.3009306400505639,-0.353311072505239,0.841975744139422,0.038364747538184966,0.0011905193161188322,0,1,0,0,0,0,0,0
2,-0.35157106694502627,-0.3421430476853248,-0.3247814568307151,-0.3922143777492025,-0.3549748706622764,0.8050793045189973,0.004287165057544453,0.0009799332986860088,0,0,0,0,0,0,0,1
2,-0.375298793579461,-0.36290005131598385,-0.3035352203620785,-0.38043872040804166,-0.354214617681657,0.5781884276242409,0.016410765903000103,0.0009799332986860088,0,0,0,0,1,0,0,0
2,-0.36922716527518273,-0.35447204021559175,-0.32724531756549885,-0.3422699692309509,-0.3538213833813366,0.46083107750626356,0.011134932484038748,0.001295812324835244,1,0,0,0,0,0,0,0
7,-0.4028745613623684,-0.3407614921220453,-0.28515396676656035,-0.3602613365489734,-0.35411392586839313,0.5481378334273649,0.02587063280461752,0.0010852263074024205,1,0,0,0,0,0,0,0
0,-0.3589613930712953,-0.3472913983854898,-0.40078342944007134,-0.37909821693114715,-0.35181588844970263,0.3957510924408397,0.02457710132651224,0.0009799332986860088,1,0,0,0,0,0,0,0
0,-0.4563560167220257,-0.3903083076426221,-0.22686092007641775,-0.388741045173384,-0.35275279896069334,0.6753638698052632,0.055692451617501346,0.001295812324835244,0,1,0,0,0,0,0,0
2,-0.34633113616712274,-0.35560448296390934,-0.3066514931697779,-0.36433606080019276,-0.35517685009835004,0.8653583070795948,0.008441583572848178,0.0009799332986860088,0,0,1,0,0,0,0,0
4,-0.3175751340434403,-0.32449188670096674,-0.3746356410056909,-0.3148125106359025,-0.35347134527309687,0.7119935881754198,0.016069502741991887,0.0011905193161188322,1,0,0,0,0,0,0,0
9,-0.33891558268138705,-0.3588905130858061,-0.3443527986365963,-0.35051694315812804,-0.35388692243138997,0.4803906358592598,0.007042172943466135,0.0006640542725367738,0,1,0,0,0,0,0,0
3,-0.3774939182579757,-0.43310926507862635,-0.47074930978811996,-0.360937592401069,-0.35199641874212245,0.4496287849950021,0.05821919807113872,0.0010852263074024205,0,0,0,0,0,0,0,1
0,-0.4785176777366476,-0.46230602542503574,-0.46437583666368165,-0.3549667929692835,-0.3530959852591547,0.7777848299082253,0.07759515078940368,0.0007693472812531854,0,0,0,0,1,0,0,0
9,-0.39554324359108317,-0.37334688400796756,-0.3545681601780522,-0.3488261590285745,-0.3536798786141759,0.4186002128804762,0.02362420613045499,0.0006640542725367738,1,0,0,0,0,0,0,0
2,-0.3613263527307065,-0.3440695706437361,-0.3300322675539583,-0.35342584237575037,-0.3539825498635134,0.5089298096379498,0.007542069248491077,0.0010852263074024205,0,0,0,0,0,0,0,1
0,-0.3786909307219283,-0.35232718737764895,-0.4554190903955652,-0.39221201461054567,-0.35163863510978555,0.3428513778043272,0.0444654966707287,0.0014011053335516556,1,0,0,0,0,0,0,0
0,-0.4247599167491537,-0.41931254821442554,-0.4076833889598655,-0.3842746954520547,-0.35259252619283543,0.6275318589238451,0.04736342312923609,0.0008172219394196384,0,0,1,0,0,0,0,0
3,-0.4882531537674536,-0.4930628758817556,-0.4822915299369392,-0.377319784406791,-0.3530128698274961,0.7529797536332892,0.08888930898504518,0.0011905193161188322,1,0,0,0,0,0,0,0
6,-0.32103826536725205,-0.37300312350518416,-0.3453552583695603,-0.30524349734913675,-0.3534352987955675,0.3456074973904312,0.012017126529243478,0.0007693472812531854,1,0,0,0,0,0,0,0
7,-0.4019177074318951,-0.34929168526760024,-0.286584909319083,-0.3931611633286793,-0.35432841730493153,0.6121509334917162,0.025529165215726787,0.0009799332986860088,0,0,0,0,0,0,0,1
1,-0.4207255997058417,-0.3223816183078686,-0.33939521226703084,-0.3781070305719545,-0.3533486085066333,0.49754970295984285,0.02841848718130855,0.00034817524638753873,0,0,0,0,0,1,0,0
0,-0.4651136679330947,-0.4414976312686168,-0.46624314325863875,-0.3867706329891425,-0.3525067296182201,0.6019266188981046,0.0716771072764268,0.0009799332986860088,1,0,0,0,0,0,0,0
7,-0.39790569254187586,-0.33646504998744997,-0.280470589615809,-0.3909880395786454,-0.35511697123898306,0.8474879833116301,0.025425369433998653,0.0007693472812531854,0,0,0,0,0,0,0,1
12,-0.3396422773214827,-0.3800607600188016,-0.30978321125722597,-0.37378721424453065,-0.35292588163378885,0.37139055158301715,0.013659781688551333,0.0007735125643232101,0,0,0,0,0,0,1,0
10,-0.35318502638645355,-0.3460508241086512,-0.3633320647853275,-0.36837866606363123,-0.35454737731306446,0.8553118066528286,0.012037427626246062,0.00045346825510395044,0,0,0,0,0,1,0,0
12,-0.31039027038427885,-0.36758330075796053,-0.3015665866291584,-0.3838763397277869,-0.35427181539806724,0.7730727544868217,0.014099099364765067,0.0005587612638203621,0,0,0,1,0,0,0,0
8,-0.47481299929655507,-0.42429448429208444,-0.40789764653856664,-0.36603012060532764,-0.35294920792081136,0.5042177342165461,0.06025090274417756,0.0011905193161188322,0,1,0,0,0,0,0,0
6,-0.3951817232232073,-0.3986034798471699,-0.30530476551535596,-0.3741491139162294,-0.35339091098439496,0.3323603419604474,0.02813524584765742,0.0006640542725367738,0,1,0,0,0,0,0,0
0,-0.46580164126353313,-0.4591937272899161,-0.46561345607647614,-0.3609992574860542,-0.35190585569113964,0.4226010316344982,0.0746949780582071,0.0010852263074024205,0,0,0,0,1,0,0,0
2,-0.36518598104382477,-0.3847028885493572,-0.31714272616725464,-0.3714699020072882,-0.35349041117856694,0.36205530782363254,0.0172619573063421,0.0010852263074024205,1,0,0,0,0,0,0,0
8,-0.46163860132681783,-0.44624446069656454,-0.4205737576333067,-0.3820799671619884,-0.35215043550974795,0.49559374712454324,0.06286650437131797,0.0011905193161188322,0,1,0,0,0,0,0,0
0,-0.44937735213881524,-0.37864993410377473,-0.4252427630637758,-0.3476420409398967,-0.3517372415896386,0.3722796224172442,0.051165033309240174,0.0005587612638203621,0,0,1,0,0,0,0,0
1,-0.31665549203309584,-0.34610727080048465,-0.2576490865650758,-0.32828064711207416,-0.3539931084305926,0.762226090309251,0.025767199759657206,0.0006640542725367738,0,0,0,0,0,1,0,0
0,-0.3927176068579298,-0.27753951802540167,-0.4003926268043688,-0.3902795521383297,-0.35267027933858064,0.6507366076971725,0.03161993216995592,0.0009799332986860088,1,0,0,0,0,0,0,0
2,-0.34850539331782504,-0.3561424019799339,-0.34361617719215354,-0.31651421834931914,-0.35362238299299265,0.40144114577989315,0.007344386363235907,0.0010852263074024205,0,0,0,0,0,0,0,1
7,-0.39769352196070695,-0.3263256311672326,-0.2889486022245641,-0.31149335590765764,-0.35481340627532665,0.7568916653038884,0.024088456253945102,0.0008746402899695971,0,1,0,0,0,0,0,0
12,-0.2842178212480342,-0.3366747191862367,-0.3151157945488827,-0.37153612711148937,-0.35444936664275734,0.8260613762067569,0.016372858956440615,0.00045346825510395044,0,0,0,0,0,0,1,0
2,-0.34774476485963257,-0.342935798912512,-0.32212857258187416,-0.372598814763594,-0.35369894451964595,0.4242902662195297,0.003425062092545657,0.0009799332986860088,0,0,0,0,0,0,0,1
4,-0.4139189227102212,-0.39349761309350445,-0.29404572813194624,-0.39848337654360033,-0.35218826941591513,0.3290707798738071,0.032975137110723904,0.0008746402899695971,0,0,1,0,0,0,0,0
10,-0.34032376904911105,-0.3714515576076775,-0.34608274532383027,-0.36971334821464635,-0.35320769954901843,0.45549665250090093,0.010934394328144154,0.00045346825510395044,0,0,0,0,0,1,0,0
3,-0.34078476244245814,-0.49511552101286527,-0.4822444059105847,-0.3642399539889051,-0.3534260637476055,0.8762938783405881,0.089474426291584,0.0005587612638203621,0,0,1,0,0,0,0,0
6,-0.38890958901929434,-0.40565982657349625,-0.3210811486752298,-0.30878621859543254,-0.3547031815093277,0.7239960444374857,0.02749526888028504,0.0005587612638203621,0,0,0,0,0,0,0,1
2,-0.37189865911351616,-0.3703701568607266,-0.3715361684406179,-0.3488557116615299,-0.3549143959933635,0.7870311665841871,0.020406095144405122,0.001295812324835244,1,0,0,0,0,0,0,0
0,-0.4246501125491092,-0.38674508578778305,-0.43635825867903216,-0.33966568275436676,-0.35157875625041857,0.3249810540363624,0.04885581422262522,0.0008746402899695971,0,0,1,0,0,0,0,0
0,-0.3565119093467911,-0.4862812150187902,-0.47785517057473886,-0.33438417350863947,-0.35330243326682287,0.8393974387201635,0.08570985115885976,0.0009799332986860088,0,0,0,0,0,0,0,1
0,-0.489424196671872,-0.4943563960313335,-0.48266654318529817,-0.3568842059376609,-0.3529750359213289,0.741688554038605,0.08944572422191115,0.0014011053335516556,1,0,0,0,0,0,0,0
0,-0.48340001309776626,-0.47808935425374105,-0.4789627272361216,-0.3315356771957114,-0.3528865582037568,0.71528315026206,0.08441181310106913,0.0006640542725367738,0,0,1,0,0,0,0,0
12,-0.29798565326480675,-0.35548616527785826,-0.316600756500508,-0.3822379165364285,-0.3532768134563474,0.4761230958549697,0.013728028570093411,0.0006640542725367738,0,0,0,1,0,0,0,0
